Student_ID,Gender,Age,Degree,CGPA,10th_Percentage,12th_Percentage,Backlogs,Technical_Skills,Communication_Skills,Aptitude_Score,Coding_Score,Internship,Internship_Months,Certifications,Projects,Attendance,Placement_Training,Preferred_Domain,Placement_Status,Company_Type,Package_LPA
STU0694,Female,21,B.Sc Computer Science,7.84,79.0,65.1,0,5.1,5.9,68,83,Yes,6,2,3,78.8,Yes,Data Analytics,Not Placed,None,0.0
STU0695,Female,21,B.Sc Data Science,8.26,85.3,83.1,1,8.5,8.2,60,82,Yes,1,4,2,84.9,Yes,Networking,Placed,Startup,5.72
STU0696,Male,20,B.Tech IT,5.91,71.8,85.8,0,4.2,7.0,49,85,Yes,3,0,2,92.9,No,Cloud Computing,Not Placed,None,0.0
STU0697,Female,20,B.Tech CSE,8.64,83.0,51.2,0,6.1,6.7,88,48,Yes,4,1,2,76.5,No,Software Development,Placed,IT Services,5.33
STU0698,Male,21,BCA,7.36,98.0,73.8,0,6.6,6.6,76,44,Yes,2,4,3,73.4,Yes,Software Development,Not Placed,None,0.0
STU0699,Female,23,B.Tech CSE,8.01,75.0,86.3,0,6.0,7.0,58,46,Yes,3,1,3,73.7,Yes,Software Development,Not Placed,None,0.0
STU0700,Male,22,B.Tech CSE,8.67,79.9,71.9,0,6.1,6.4,78,88,No,0,2,2,74.6,No,Cloud Computing,Placed,IT Services,3.85
STU0701,Male,23,B.Tech IT,6.48,68.6,82.0,0,10.0,8.1,67,56,No,0,2,3,88.8,No,AI/ML,Not Placed,None,0.0
STU0702,Female,21,B.Sc Data Science,7.05,77.8,77.9,0,5.6,6.5,64,44,Yes,2,2,4,72.8,Yes,Data Analytics,Placed,FinTech,3.74
STU0703,Female,21,B.Sc Networking,7.4,80.6,77.8,0,10.0,9.5,74,58,Yes,2,1,0,81.6,Yes,Cloud Computing,Placed,Startup,4.33
STU0704,Female,21,B.Sc Networking,6.98,77.9,71.0,2,7.7,9.3,58,61,No,0,1,3,88.9,No,Software Development,Not Placed,None,0.0
STU0705,Female,21,B.Tech CSE,9.12,65.8,60.6,0,7.1,5.8,63,70,Yes,2,0,4,87.3,No,Software Development,Placed,Startup,4.35
STU0706,Male,21,B.Tech CSE,6.92,78.1,61.7,1,7.8,7.2,70,69,No,0,3,3,80.9,No,Cloud Computing,Not Placed,None,0.0
STU0707,Female,22,B.Sc Networking,7.18,90.6,81.8,0,10.0,6.1,61,51,Yes,2,3,3,85.5,Yes,Data Analytics,Not Placed,None,0.0
STU0708,Male,21,BCA,7.82,80.5,74.2,0,5.4,6.6,77,77,No,0,2,3,84.9,Yes,Cyber Security,Placed,IT Services,2.62
STU0709,Female,22,B.Sc Networking,6.63,85.6,72.5,0,5.2,10.0,94,54,No,0,2,5,82.2,Yes,Data Analytics,Placed,FinTech,3.61
STU0710,Male,22,BCA,7.31,73.6,69.3,0,5.8,6.6,57,62,Yes,3,1,1,82.3,No,Networking,Not Placed,None,0.0
STU0711,Male,21,B.Tech CSE,7.92,83.5,70.6,1,7.1,7.6,45,77,No,0,0,3,100.0,No,Cyber Security,Not Placed,None,0.0
STU0712,Male,20,B.Tech IT,7.37,78.8,85.5,0,4.2,7.9,40,54,Yes,3,3,1,90.5,No,Software Development,Not Placed,None,0.0
STU0713,Female,22,B.Sc Computer Science,7.57,66.5,70.3,0,7.0,5.6,66,55,Yes,2,2,1,100.0,Yes,AI/ML,Not Placed,None,0.0
STU0714,Female,21,B.Sc Computer Science,7.2,79.2,59.2,1,9.7,5.8,59,75,Yes,2,1,2,80.0,No,Cloud Computing,Placed,Product Company,5.57
STU0715,Female,20,B.Sc Networking,6.36,66.1,82.2,0,7.2,5.3,71,50,No,0,0,1,83.3,Yes,Software Development,Not Placed,None,0.0
STU0716,Male,24,BCA,7.92,69.7,71.7,0,6.5,5.8,70,58,Yes,4,0,5,73.3,Yes,Software Development,Not Placed,None,0.0
STU0717,Male,20,B.Tech IT,9.14,77.9,74.3,0,6.0,2.8,46,74,No,0,1,5,77.5,Yes,Networking,Not Placed,None,0.0
STU0718,Male,22,B.Sc Data Science,7.67,79.0,91.7,1,8.4,7.9,43,100,Yes,2,3,2,99.2,No,Cyber Security,Not Placed,None,0.0
STU0719,Female,24,B.Tech CSE,7.84,64.1,73.8,0,5.7,10.0,72,75,Yes,3,4,3,79.8,No,Data Analytics,Not Placed,None,0.0
STU0720,Male,21,B.Sc Networking,8.24,86.5,77.2,0,10.0,7.3,70,73,No,0,4,3,99.4,Yes,Cloud Computing,Placed,Consulting,5.5
STU0721,Male,21,B.Sc Data Science,6.57,81.7,61.0,0,10.0,5.0,62,74,Yes,3,4,4,74.1,Yes,Data Analytics,Not Placed,None,0.0
STU0722,Female,21,B.Tech CSE,9.1,69.0,71.6,2,7.4,6.1,45,47,Yes,1,4,3,75.6,No,Software Development,Placed,IT Services,5.5
STU0723,Female,21,B.Tech CSE,7.82,60.6,80.7,0,7.0,6.4,75,67,Yes,3,2,0,81.3,Yes,Networking,Not Placed,None,0.0
STU0724,Male,21,B.Sc Computer Science,9.04,74.6,56.9,0,8.6,5.6,86,64,Yes,1,1,4,83.5,No,AI/ML,Placed,Startup,4.7
STU0725,Male,22,B.Sc Computer Science,7.03,71.5,76.2,0,8.8,8.4,72,70,No,0,3,4,91.4,Yes,AI/ML,Not Placed,None,0.0
STU0726,Male,20,BCA,9.2,77.1,75.1,2,5.7,8.3,56,67,Yes,4,1,3,87.6,Yes,Networking,Not Placed,None,0.0
STU0727,Female,21,B.Sc Networking,8.31,72.4,74.5,1,6.2,5.4,69,71,Yes,3,1,4,80.7,Yes,Software Development,Not Placed,None,0.0
STU0728,Male,24,BCA,8.12,55.9,85.4,3,4.9,8.2,49,60,Yes,2,1,4,82.9,Yes,Networking,Not Placed,None,0.0
STU0729,Female,22,BCA,7.85,72.1,77.7,0,7.7,9.4,83,66,Yes,6,2,3,81.4,Yes,Cyber Security,Placed,Consulting,3.53
STU0730,Female,22,B.Sc Computer Science,7.44,72.9,90.3,0,8.1,10.0,69,44,Yes,4,1,3,76.7,Yes,AI/ML,Placed,Consulting,2.98
STU0731,Female,21,B.Tech CSE,8.67,82.3,63.1,0,4.8,10.0,43,60,No,0,0,5,76.9,Yes,Software Development,Not Placed,None,0.0
STU0732,Male,22,B.Sc Computer Science,7.77,69.0,75.5,1,6.3,5.7,64,89,No,0,1,2,92.2,Yes,Cyber Security,Not Placed,None,0.0
STU0733,Male,21,B.Sc Networking,5.98,92.8,74.9,0,4.8,10.0,74,70,Yes,2,3,2,69.4,No,Software Development,Placed,Startup,4.17
STU0734,Male,21,B.Sc Data Science,6.7,56.9,62.2,0,5.6,6.6,63,65,Yes,6,2,2,96.9,Yes,Software Development,Not Placed,None,0.0
STU0735,Female,21,B.Sc Data Science,7.49,89.1,84.5,1,7.9,6.2,64,97,No,0,3,4,81.3,Yes,AI/ML,Placed,IT Services,3.33
STU0736,Male,23,B.Tech CSE,7.91,73.8,98.0,0,5.8,7.6,51,42,Yes,4,0,4,77.8,No,Software Development,Not Placed,None,0.0
STU0737,Female,21,B.Sc Data Science,7.6,84.6,73.8,0,6.5,6.2,76,46,Yes,2,0,1,89.9,Yes,Software Development,Not Placed,None,0.0
STU0738,Male,21,B.Tech IT,8.69,76.8,79.6,0,4.4,7.7,59,94,No,0,2,5,95.9,Yes,Data Analytics,Placed,Startup,4.27
STU0739,Female,21,B.Sc Data Science,5.99,87.4,74.9,0,7.3,5.1,38,66,Yes,6,1,4,92.9,No,Networking,Placed,Product Company,3.77
STU0740,Female,21,B.Sc Networking,7.77,72.1,66.2,1,6.9,6.7,63,61,Yes,3,2,4,88.0,No,Networking,Not Placed,None,0.0
STU0741,Female,22,B.Sc Computer Science,6.1,65.0,54.0,0,5.8,9.0,82,45,No,0,3,1,92.7,No,AI/ML,Not Placed,None,0.0
STU0742,Female,22,BCA,8.3,90.2,66.2,0,6.7,7.0,63,73,No,0,3,3,70.3,Yes,Data Analytics,Placed,Product Company,7.11
STU0743,Male,22,BCA,7.57,74.9,58.7,0,7.3,7.3,92,74,Yes,3,4,3,79.8,No,Cyber Security,Not Placed,None,0.0
STU0744,Male,20,B.Sc Networking,8.01,78.2,92.7,0,5.7,7.8,74,46,Yes,1,1,3,76.7,Yes,Networking,Not Placed,None,0.0
STU0745,Female,21,B.Tech IT,6.92,88.3,72.7,0,4.6,8.9,73,63,Yes,3,1,3,93.8,Yes,Software Development,Placed,IT Services,4.32
STU0746,Male,21,B.Tech CSE,8.74,65.7,70.2,0,9.9,4.6,66,59,No,0,2,4,80.9,No,AI/ML,Placed,IT Services,4.48
STU0747,Female,20,B.Tech IT,8.54,82.0,83.8,0,6.0,8.0,67,69,Yes,4,0,2,90.8,Yes,Networking,Placed,Product Company,6.82
STU0748,Male,21,B.Sc Networking,8.15,70.1,61.7,0,6.8,6.7,64,46,Yes,2,1,4,88.3,No,Cloud Computing,Not Placed,None,0.0
STU0749,Male,22,B.Tech CSE,7.54,74.7,65.6,0,8.6,7.3,64,86,No,0,1,2,77.1,Yes,Software Development,Not Placed,None,0.0
STU0750,Male,21,B.Tech IT,8.14,76.7,74.7,0,10.0,8.7,75,81,Yes,2,1,2,79.3,Yes,Software Development,Placed,Startup,5.51
STU0751,Female,22,B.Sc Computer Science,7.05,61.0,85.3,1,5.0,5.3,55,59,Yes,3,0,1,94.4,No,Cloud Computing,Not Placed,None,0.0
STU0752,Male,21,B.Tech CSE,8.38,68.2,79.5,0,7.7,5.6,53,61,Yes,1,0,2,77.8,Yes,AI/ML,Not Placed,None,0.0
STU0753,Male,20,BCA,9.05,89.5,76.7,1,5.9,4.2,52,63,Yes,3,2,2,85.0,No,AI/ML,Not Placed,None,0.0
STU0754,Female,21,B.Sc Computer Science,8.56,84.9,74.9,0,6.1,6.3,97,52,Yes,6,2,4,77.7,No,Software Development,Not Placed,None,0.0
STU0755,Female,23,B.Sc Data Science,7.03,75.4,78.4,0,5.8,9.1,75,57,No,0,2,3,81.5,No,Cyber Security,Not Placed,None,0.0
STU0756,Male,22,BCA,7.96,78.4,76.2,0,5.2,6.9,72,60,No,0,2,3,83.6,Yes,Cyber Security,Placed,IT Services,3.42
STU0757,Male,23,B.Sc Computer Science,6.55,73.1,62.7,0,6.9,5.1,53,92,Yes,3,0,3,77.7,Yes,Data Analytics,Placed,Consulting,4.39
STU0758,Male,21,B.Sc Data Science,8.14,89.6,74.5,0,4.6,6.4,77,81,Yes,4,1,1,76.3,No,Cloud Computing,Placed,FinTech,5.83
STU0759,Male,21,B.Tech CSE,8.03,74.0,62.2,0,8.5,4.9,66,81,Yes,6,0,2,86.3,No,Cloud Computing,Placed,Product Company,4.9
STU0760,Male,22,B.Sc Networking,6.06,78.3,74.9,3,7.1,5.4,71,71,Yes,6,3,3,77.2,Yes,Cloud Computing,Not Placed,None,0.0
STU0761,Female,21,B.Sc Networking,6.66,87.5,68.7,0,7.7,7.7,54,46,Yes,2,3,3,77.5,No,Cloud Computing,Not Placed,None,0.0
STU0762,Female,22,B.Sc Networking,7.41,68.2,98.0,0,6.3,5.3,70,64,No,0,1,4,76.5,Yes,Networking,Not Placed,None,0.0
STU0763,Female,21,B.Tech IT,7.39,91.6,73.6,1,6.4,8.8,62,81,Yes,2,1,2,83.4,No,Software Development,Not Placed,None,0.0
STU0764,Male,21,B.Sc Computer Science,6.62,60.7,58.6,0,7.5,7.0,57,44,Yes,2,5,4,91.5,Yes,Networking,Not Placed,None,0.0
STU0765,Female,21,B.Sc Networking,7.98,92.3,72.5,1,5.1,7.2,78,76,Yes,1,2,3,96.1,Yes,Cloud Computing,Not Placed,None,0.0
STU0766,Male,21,B.Sc Data Science,7.86,72.3,79.7,0,6.4,6.7,46,100,Yes,2,3,5,78.2,Yes,Software Development,Not Placed,None,0.0
STU0767,Male,22,B.Tech IT,7.48,73.6,92.4,2,5.6,8.3,76,83,Yes,4,1,2,100.0,Yes,Networking,Placed,Startup,3.52
STU0768,Male,21,BCA,7.01,57.1,67.5,0,5.6,8.3,78,89,Yes,4,1,3,76.0,No,Cyber Security,Not Placed,None,0.0
STU0769,Female,21,B.Tech IT,8.54,71.5,56.6,0,3.6,7.6,56,69,Yes,4,3,3,92.7,Yes,Cloud Computing,Not Placed,None,0.0
STU0770,Male,21,B.Tech CSE,9.06,65.6,83.0,0,9.1,7.9,57,81,No,0,2,5,78.2,No,Cyber Security,Placed,IT Services,4.87
STU0771,Female,21,B.Sc Networking,7.24,69.9,58.8,0,5.9,6.8,65,53,Yes,3,2,2,77.0,Yes,AI/ML,Placed,Product Company,3.25
STU0772,Male,22,BCA,7.13,74.6,69.2,0,8.9,7.9,72,79,Yes,3,2,3,78.0,Yes,Data Analytics,Not Placed,None,0.0
STU0773,Female,23,B.Tech CSE,8.07,85.6,71.2,0,8.7,6.6,66,76,Yes,2,2,2,83.6,Yes,Data Analytics,Placed,IT Services,4.56
STU0774,Female,23,B.Sc Computer Science,7.35,78.1,73.2,0,4.9,7.1,74,70,No,0,3,3,88.6,Yes,AI/ML,Not Placed,None,0.0
STU0775,Male,22,B.Tech IT,7.53,79.1,81.6,0,5.3,6.7,93,87,Yes,3,1,2,89.4,Yes,Networking,Placed,IT Services,3.79
STU0776,Female,21,B.Sc Computer Science,8.28,65.0,66.5,1,10.0,6.4,61,56,Yes,3,1,1,76.4,Yes,AI/ML,Placed,IT Services,5.97
STU0777,Female,22,B.Sc Networking,6.03,67.2,71.0,1,9.8,6.1,44,62,Yes,3,3,3,76.1,No,Cyber Security,Not Placed,None,0.0
STU0778,Male,21,B.Sc Networking,8.77,94.0,73.8,0,6.9,7.8,80,67,No,0,1,2,76.7,Yes,Data Analytics,Placed,IT Services,4.5
STU0779,Male,21,B.Sc Computer Science,7.71,68.6,75.6,0,7.4,9.1,92,47,Yes,2,2,2,83.1,Yes,Software Development,Not Placed,None,0.0
STU0780,Male,22,BCA,7.3,92.6,75.1,1,6.0,8.9,73,69,Yes,2,2,2,82.3,No,Software Development,Placed,IT Services,3.65
STU0781,Male,20,B.Sc Networking,7.57,73.6,78.8,0,7.7,5.2,53,36,Yes,4,5,1,76.4,Yes,Data Analytics,Placed,IT Services,3.2
STU0782,Male,23,B.Tech CSE,7.62,76.0,83.3,1,5.9,9.0,66,83,Yes,3,1,5,86.2,Yes,Data Analytics,Not Placed,None,0.0
STU0783,Female,21,B.Sc Data Science,6.18,86.7,78.3,2,3.7,6.6,52,66,Yes,4,1,3,100.0,Yes,Data Analytics,Not Placed,None,0.0
STU0784,Female,22,B.Tech CSE,8.92,88.7,79.0,0,4.9,8.0,77,56,Yes,2,3,4,80.0,Yes,Cloud Computing,Placed,Product Company,6.61
STU0785,Female,22,B.Tech CSE,7.69,74.9,56.6,1,7.0,5.7,49,51,No,0,3,3,80.5,Yes,Software Development,Not Placed,None,0.0
STU0786,Male,23,BCA,8.03,72.1,74.6,0,5.2,7.3,64,61,No,0,3,4,88.5,Yes,Software Development,Not Placed,None,0.0
STU0787,Male,22,B.Sc Data Science,8.46,75.4,79.3,0,6.9,7.6,54,77,Yes,3,1,3,79.5,No,Networking,Placed,FinTech,4.23
STU0788,Female,22,BCA,6.78,79.4,82.0,0,5.3,4.9,70,74,Yes,3,1,3,89.4,No,Cloud Computing,Not Placed,None,0.0
STU0789,Female,20,B.Sc Data Science,8.05,84.9,66.4,0,5.7,8.0,63,53,Yes,2,2,3,78.3,Yes,Cloud Computing,Placed,FinTech,4.61
STU0790,Male,21,B.Sc Data Science,7.42,76.0,66.8,1,8.4,9.1,70,51,Yes,2,3,4,98.7,No,Software Development,Not Placed,None,0.0
STU0791,Female,21,B.Tech CSE,8.37,82.2,67.7,0,7.4,6.8,68,76,No,0,4,3,86.8,Yes,Software Development,Not Placed,None,0.0
STU0792,Male,22,B.Sc Data Science,5.84,92.4,79.9,0,7.0,9.1,54,53,No,0,0,2,79.0,Yes,Cloud Computing,Not Placed,None,0.0
STU0793,Male,21,B.Tech IT,7.57,79.8,85.4,0,8.4,6.8,77,66,Yes,4,1,1,79.3,Yes,AI/ML,Placed,Product Company,6.31
STU0794,Male,22,BCA,7.14,79.1,69.5,0,7.8,8.4,67,67,Yes,4,1,3,79.9,Yes,Cyber Security,Placed,IT Services,3.08
STU0795,Female,20,B.Sc Computer Science,8.02,60.8,84.0,2,9.3,3.8,54,70,Yes,2,5,3,95.0,Yes,Data Analytics,Placed,Product Company,5.88
STU0796,Male,21,B.Tech IT,8.05,49.7,75.4,0,6.3,10.0,99,80,No,0,2,1,73.8,Yes,Cloud Computing,Not Placed,None,0.0
STU0797,Male,22,B.Sc Networking,7.05,79.9,72.6,0,6.3,9.3,75,44,No,0,1,2,78.7,No,Data Analytics,Placed,FinTech,2.93
STU0798,Male,20,B.Tech IT,7.04,75.1,71.7,0,4.9,6.7,66,33,No,0,0,3,79.5,No,Software Development,Not Placed,None,0.0
STU0799,Male,20,B.Sc Data Science,7.56,70.9,82.2,0,6.3,4.1,88,55,No,0,2,4,83.9,Yes,AI/ML,Placed,IT Services,3.08
STU0800,Male,20,BCA,6.89,78.4,77.6,0,8.5,7.5,94,96,Yes,2,0,1,81.8,No,Data Analytics,Not Placed,None,0.0
STU0801,Male,23,B.Tech CSE,8.37,75.4,98.0,0,9.1,4.9,66,99,No,0,3,2,72.1,No,Software Development,Not Placed,None,0.0
STU0802,Female,22,B.Sc Data Science,7.34,87.3,64.6,0,8.5,7.8,73,96,No,0,3,4,80.8,Yes,Cyber Security,Placed,IT Services,5.97
STU0803,Male,21,B.Sc Data Science,5.18,76.9,79.7,0,4.1,7.7,54,62,Yes,3,1,3,83.2,Yes,Cloud Computing,Not Placed,None,0.0
STU0804,Male,21,B.Sc Data Science,7.33,68.5,68.2,1,8.7,5.7,66,35,Yes,4,1,2,79.0,Yes,Cloud Computing,Not Placed,None,0.0
STU0805,Female,21,B.Tech IT,6.77,85.9,64.4,0,4.1,8.8,65,25,No,0,4,4,89.5,Yes,Data Analytics,Not Placed,None,0.0
STU0806,Male,22,B.Sc Data Science,6.26,73.8,73.9,0,8.4,8.3,71,55,Yes,3,1,3,91.4,Yes,Cloud Computing,Placed,Product Company,6.27
STU0807,Male,22,B.Tech CSE,6.6,81.3,75.5,0,6.4,8.6,73,62,No,0,1,3,83.4,Yes,Cloud Computing,Not Placed,None,0.0
STU0808,Male,21,B.Sc Networking,7.74,71.2,98.0,1,8.1,7.1,76,87,No,0,4,5,85.8,Yes,Data Analytics,Placed,Startup,5.73
STU0809,Female,21,B.Sc Computer Science,8.78,69.5,72.0,1,4.9,5.0,71,80,No,0,3,5,66.7,Yes,Networking,Placed,IT Services,4.12
STU0810,Female,21,B.Tech CSE,7.92,76.8,61.6,1,8.9,8.6,51,69,No,0,3,2,80.6,Yes,Data Analytics,Not Placed,None,0.0
STU0811,Male,22,BCA,7.13,76.1,77.0,0,4.7,6.7,55,50,Yes,4,0,1,92.0,Yes,AI/ML,Not Placed,None,0.0
STU0812,Male,22,B.Tech IT,8.04,80.8,51.2,3,5.9,5.0,60,49,No,0,0,2,80.6,Yes,Networking,Not Placed,None,0.0
STU0813,Female,21,B.Tech CSE,7.26,73.3,73.0,0,5.4,9.1,64,69,Yes,2,0,0,78.1,Yes,Networking,Placed,IT Services,2.9
STU0814,Male,20,B.Sc Networking,7.06,57.6,74.2,0,4.2,10.0,83,77,Yes,3,1,0,100.0,Yes,Cloud Computing,Not Placed,None,0.0
STU0815,Male,21,B.Tech IT,6.67,71.7,82.7,3,7.2,7.0,52,72,Yes,2,3,2,98.6,No,Cloud Computing,Not Placed,None,0.0
STU0816,Male,23,B.Tech CSE,6.16,83.9,84.7,0,9.9,10.0,63,47,Yes,3,1,5,87.7,Yes,Cloud Computing,Not Placed,None,0.0
STU0817,Male,21,B.Sc Computer Science,7.32,73.0,68.5,0,10.0,7.2,81,76,No,0,2,4,93.1,Yes,Cloud Computing,Not Placed,None,0.0
STU0818,Female,22,B.Sc Networking,7.78,73.5,72.3,0,7.2,6.5,64,72,No,0,1,3,66.2,Yes,Software Development,Placed,FinTech,4.03
STU0819,Female,22,B.Sc Networking,7.57,85.9,65.6,0,8.8,6.2,74,47,Yes,3,1,3,77.7,No,Networking,Placed,Startup,5.4
STU0820,Female,21,B.Sc Computer Science,7.3,68.9,61.6,2,7.4,9.6,66,52,Yes,3,5,0,80.2,No,Data Analytics,Not Placed,None,0.0
STU0821,Male,21,B.Sc Data Science,6.85,60.6,77.4,0,7.8,5.9,72,77,Yes,2,1,2,82.1,Yes,Cyber Security,Not Placed,None,0.0
STU0822,Female,21,BCA,8.17,74.4,60.0,0,6.5,8.2,65,61,Yes,6,1,0,80.1,Yes,Cyber Security,Not Placed,None,0.0
STU0823,Female,22,B.Tech IT,6.53,71.2,69.4,0,7.3,6.3,77,92,No,0,1,4,63.6,Yes,Software Development,Not Placed,None,0.0
STU0824,Female,22,BCA,8.31,66.3,63.1,0,7.9,6.4,46,74,Yes,4,0,1,87.1,Yes,Cloud Computing,Placed,Product Company,3.98
STU0825,Male,22,BCA,6.8,74.2,80.0,0,6.1,8.6,63,57,No,0,2,4,88.3,No,Data Analytics,Not Placed,None,0.0
STU0826,Male,22,B.Tech CSE,7.01,80.9,93.8,0,6.9,6.5,72,65,No,0,1,3,96.8,Yes,Software Development,Not Placed,None,0.0
STU0827,Female,20,B.Tech CSE,6.4,75.9,59.7,0,6.9,6.5,75,66,Yes,2,2,2,77.7,Yes,Cloud Computing,Not Placed,None,0.0
STU0828,Female,23,B.Sc Networking,7.22,79.1,53.6,0,8.3,8.8,89,53,No,0,3,1,77.0,Yes,Cyber Security,Not Placed,None,0.0
STU0829,Male,22,B.Sc Computer Science,8.48,94.1,72.6,2,5.3,9.5,63,49,Yes,2,2,3,62.6,Yes,Software Development,Not Placed,None,0.0
STU0830,Female,21,B.Sc Networking,8.09,72.6,74.2,0,6.9,8.1,89,77,Yes,3,0,4,81.7,No,Networking,Not Placed,None,0.0
STU0831,Female,23,B.Sc Computer Science,8.48,78.8,76.4,0,10.0,6.1,59,79,No,0,2,4,91.2,Yes,Cyber Security,Placed,Product Company,5.53
STU0832,Female,22,B.Tech CSE,8.09,70.9,69.1,0,8.9,6.3,87,75,No,0,0,2,79.1,No,AI/ML,Not Placed,None,0.0
STU0833,Female,22,B.Sc Networking,6.71,67.5,71.8,0,9.2,7.2,79,91,Yes,3,2,3,100.0,Yes,Software Development,Not Placed,None,0.0
STU0834,Female,22,BCA,7.37,70.2,78.0,1,7.0,7.6,55,56,Yes,4,2,2,81.9,Yes,Software Development,Not Placed,None,0.0
STU0835,Male,22,B.Sc Computer Science,6.99,71.2,85.4,3,7.5,5.6,72,93,Yes,1,0,5,85.2,Yes,Software Development,Not Placed,None,0.0
STU0836,Female,22,B.Sc Data Science,8.78,79.6,52.5,0,8.6,8.2,67,50,Yes,4,3,4,73.1,Yes,Data Analytics,Placed,IT Services,4.84
STU0837,Male,21,B.Sc Data Science,6.63,98.0,69.9,1,9.5,7.2,77,48,No,0,4,3,86.3,Yes,Cloud Computing,Placed,IT Services,3.14
STU0838,Female,21,B.Sc Networking,8.41,68.8,76.4,0,3.9,4.5,65,35,Yes,1,3,3,68.2,Yes,Software Development,Placed,IT Services,3.09
STU0839,Male,23,B.Tech CSE,8.41,71.8,63.9,0,4.9,5.7,64,57,Yes,2,1,3,89.5,No,AI/ML,Not Placed,None,0.0
STU0840,Male,21,B.Sc Computer Science,9.21,75.4,93.0,0,9.1,6.3,87,56,No,0,2,2,89.8,Yes,Networking,Placed,Product Company,5.39
STU0841,Female,21,B.Sc Computer Science,7.3,80.0,67.0,0,6.6,7.0,67,74,Yes,2,4,0,94.9,Yes,AI/ML,Not Placed,None,0.0
STU0842,Male,21,B.Tech CSE,8.26,78.6,73.5,0,5.9,9.9,80,69,Yes,4,1,2,75.8,Yes,AI/ML,Placed,Product Company,5.32
STU0843,Female,21,B.Sc Data Science,9.59,88.8,80.1,1,5.0,7.5,65,45,No,0,3,5,85.3,Yes,Networking,Not Placed,None,0.0
STU0844,Male,22,B.Sc Data Science,7.13,51.7,67.5,0,6.1,5.8,91,58,No,0,0,3,88.5,No,Data Analytics,Not Placed,None,0.0
STU0845,Female,23,B.Tech IT,6.35,52.1,53.7,2,4.8,7.4,59,59,No,0,0,1,87.5,Yes,Networking,Not Placed,None,0.0
STU0846,Female,21,B.Sc Computer Science,6.05,71.0,69.3,1,10.0,6.6,59,35,Yes,1,3,4,77.1,No,Data Analytics,Not Placed,None,0.0
STU0847,Female,21,B.Tech CSE,8.26,87.0,85.3,0,7.0,7.6,89,48,No,0,3,2,64.9,Yes,Cyber Security,Placed,FinTech,4.24
STU0848,Male,21,BCA,6.05,60.3,70.3,0,6.9,8.0,62,52,Yes,2,3,2,86.8,No,Networking,Not Placed,None,0.0
STU0849,Male,23,B.Tech IT,7.33,45.9,64.7,0,7.9,8.9,90,89,Yes,2,4,2,82.8,No,Data Analytics,Not Placed,None,0.0
STU0850,Male,22,B.Sc Computer Science,8.02,81.7,84.2,3,8.5,7.1,80,68,No,0,0,3,79.5,No,Cyber Security,Not Placed,None,0.0
STU0851,Female,21,B.Tech IT,7.81,78.4,70.4,0,8.5,9.6,66,76,Yes,6,1,3,90.1,Yes,Software Development,Placed,IT Services,5.53
STU0852,Male,22,BCA,8.01,65.1,68.4,0,8.7,8.5,43,40,No,0,4,3,83.6,Yes,Cloud Computing,Not Placed,None,0.0
STU0853,Female,22,BCA,7.84,66.1,75.6,0,6.0,6.0,68,85,Yes,4,0,4,73.4,Yes,Cloud Computing,Placed,IT Services,4.11
STU0854,Male,22,B.Sc Data Science,8.74,66.3,82.5,0,6.5,10.0,69,87,Yes,2,2,2,68.5,Yes,Software Development,Not Placed,None,0.0
STU0855,Female,23,B.Sc Networking,6.84,77.1,98.0,0,8.2,7.6,84,31,No,0,2,4,75.0,Yes,AI/ML,Placed,Startup,2.4
STU0856,Female,21,B.Tech IT,7.07,69.7,83.1,0,6.2,5.8,90,53,Yes,3,0,2,100.0,No,Cyber Security,Not Placed,None,0.0
STU0857,Female,22,BCA,6.99,80.9,86.8,0,7.0,9.6,58,73,No,0,1,4,89.8,Yes,Software Development,Placed,Startup,2.4
STU0858,Female,21,B.Sc Networking,8.36,47.5,68.4,0,7.6,10.0,79,76,Yes,2,2,3,85.5,No,Software Development,Placed,IT Services,3.7
STU0859,Male,22,B.Sc Networking,8.42,67.4,62.7,0,8.3,7.1,79,53,No,0,3,3,82.5,Yes,Networking,Not Placed,None,0.0
STU0860,Female,22,B.Sc Networking,8.03,64.7,74.7,0,4.2,6.3,83,60,Yes,2,2,3,82.0,No,Cloud Computing,Not Placed,None,0.0
STU0861,Male,22,B.Tech CSE,8.66,73.4,75.2,0,8.1,6.8,75,55,Yes,2,2,3,93.3,Yes,Software Development,Placed,IT Services,3.84
STU0862,Female,22,BCA,6.65,70.6,62.1,0,6.6,8.2,41,67,Yes,3,2,1,80.1,Yes,Software Development,Not Placed,None,0.0
STU0863,Male,21,B.Sc Data Science,9.07,84.0,72.1,0,8.1,9.0,66,85,No,0,1,4,88.6,No,Software Development,Not Placed,None,0.0
STU0864,Female,22,B.Tech IT,8.94,57.4,78.4,0,8.2,8.0,52,52,No,0,0,1,81.2,Yes,AI/ML,Placed,Product Company,4.95
STU0865,Female,24,B.Sc Computer Science,8.28,76.5,78.0,0,9.6,7.3,65,82,No,0,1,1,99.5,No,Data Analytics,Not Placed,None,0.0
STU0866,Male,23,B.Tech IT,9.16,81.6,79.5,0,9.2,9.3,82,52,Yes,3,0,3,89.9,Yes,Data Analytics,Placed,IT Services,5.09
STU0867,Female,20,B.Tech IT,6.24,94.6,77.2,0,9.2,6.6,72,51,Yes,4,1,4,94.0,Yes,Cloud Computing,Not Placed,None,0.0
